Data File Name,2100 expert_DNA 12000_DE13806110_2016-10-04_12-15-01.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2016-10-04
Date Created,"Tuesday, October 04, 2016 4:15:00 PM"
Date Last Modified,"Tuesday, October 04, 2016 4:50:02 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 12000 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 12000
Assay Version,2.4
 
Number of Samples Run,12
 
Sample Name,Sample 3
Number of Events,1581
 
Time,Value
84.45,-1.609177
84.5,-1.442276
84.55,-1.315033
84.6,-1.302895
84.65,-1.297355
84.7,-1.118754
84.75,-0.8188643
84.8,-0.6914783
84.85,-0.7659677
84.9,-0.8371876
84.95,-0.8753803
85,-1.086355
85.05,-0.9621314
85.1,-0.8029094
85.15,-0.8127282
85.2,-1.113844
85.25,-1.55118
85.3,-1.919542
85.35,-2.130531
85.4,-2.170164
85.45,-2.017006
85.5,-1.685643
85.55,-1.605808
85.6,-1.529649
85.65,-1.680784
85.7,-1.791728
85.75,-1.816914
85.8,-1.718693
85.85,-1.664394
85.9,-1.618835
85.95,-1.38684
86,-0.987245
86.05,-0.7380629
86.1,-0.8734342
86.15,-1.252458
86.2,-1.733469
86.25,-1.944538
86.3,-2.231925
86.35,-2.150884
86.4,-2.018881
86.45,-1.930974
86.5,-1.904281
86.55,-1.850609
86.6,-1.68337
86.65,-1.392641
86.7,-1.073546
86.75,-0.9782217
86.8,-1.008053
86.85,-1.121632
86.9,-1.164963
86.95,-1.407787
87,-1.408326
87.05,-1.158398
87.1,-0.6884289
87.15,-0.2860367
87.2,0.2022107
87.25,0.7941426
87.3,0.9768047
87.35,0.631864
87.4,3.855417E-02
87.45,-0.2144084
87.5,-0.6783114
87.55,-0.9509001
87.6,-1.315973
87.65,-1.160265
87.7,-1.175693
87.75,-1.378018
87.8,-1.508466
87.85,-1.472222
87.9,-1.451227
87.95,-1.637173
88,-1.826864
88.05,-2.006857
88.1,-1.670657
88.15,-1.718425
88.2,-1.828463
88.25,-1.613864
88.3,-1.285861
88.35,-1.2264
88.4,-1.222979
88.45,-1.259644
88.5,-1.387807
88.55,-1.62063
88.6,-2.049243
88.65,-2.16522
88.7,-2.090396
88.75,-2.285937
88.8,-2.264812
88.85,-1.690244
88.9,-1.104571
88.95,-0.6725818
89,-0.432539
89.05,0.4641001
89.1,2.788583
89.15,6.085254
89.2,9.372406
89.25,12.73367
89.3,16.95412
89.35,22.94265
89.4,26.56863
89.45,30.57985
89.5,38.38663
89.55,51.98242
89.6,68.7936
89.65,83.87563
89.7,94.90739
89.75,100.5689
89.8,100.2307
89.85,96.93573
89.9,96.31694
89.95,100.7792
90,107.8372
90.05,110.2104
90.1,104.858
90.15,95.88251
90.2,87.21085
90.25,80.04643
90.3,73.50649
90.35,68.27918
90.4,64.43548
90.45,59.52804
90.5,51.76678
90.55,42.48124
90.6,35.46523
90.65,31.20345
90.7,26.63437
90.75,22.83244
90.8,19.36625
90.85,15.88325
90.9,12.4048
90.95,8.932923
91,6.562035
91.05,6.0143
91.1,5.981468
91.15,5.075641
91.2,3.79721
91.25,1.706875
91.3,1.191808
91.35,0.9788947
91.4,0.6148444
91.45,0.8425984
91.5,0.7170361
91.55,4.287816E-03
91.6,-0.7636384
91.65,-1.44581
91.7,-1.970545
91.75,-1.837001
91.8,-1.282596
91.85,-0.7018583
91.9,-0.4953542
91.95,-0.6919276
92,-0.8405669
92.05,-1.305537
92.1,-1.743766
92.15,-2.02202
92.2,-2.090076
92.25,-2.171429
92.3,-2.327656
92.35,-2.337938
92.4,-2.239066
92.45,-2.211024
92.5,-2.315807
92.55,-1.970199
92.6,-1.913532
92.65,-1.721668
92.7,-1.837473
92.75,-1.977902
92.8,-1.935162
92.85,-1.85708
92.9,-1.682167
92.95,-1.389588
93,-1.416974
93.05,-1.879976
93.1,-1.993539
93.15,-2.444714
93.2,-2.207142
93.25,-1.947147
93.3,-1.829365
93.35,-1.872751
93.4,-2.234696
93.45,-2.646414
93.5,-2.832214
93.55,-2.972582
93.6,-3.07244
93.65,-2.760112
93.7,-2.494335
93.75,-2.378187
93.8,-2.587867
93.85,-2.706755
93.9,-2.797573
93.95,-2.941842
94,-3.020478
94.05,-2.892785
94.1,-2.629541
94.15,-2.22761
94.2,-1.826925
94.25,-1.654669
94.3,-1.628484
94.35,-1.873365
94.4,-2.303985
94.45,-2.680838
94.5,-2.950848
94.55,-2.944486
94.6,-2.769504
94.65,-2.754267
94.7,-2.677208
94.75,-2.539668
94.8,-2.365918
94.85,-2.166031
94.9,-2.120606
94.95,-2.225353
95,-2.33749
95.05,-2.598818
95.1,-3.002533
95.15,-3.089118
95.2,-3.22294
95.25,-3.119663
95.3,-3.085752
95.35,-3.057803
95.4,-2.982906
95.45,-2.918577
95.5,-2.898908
95.55,-2.930049
95.6,-2.949672
95.65,-3.172421
95.7,-3.166772
95.75,-3.357082
95.8,-3.4154
95.85,-3.529693
95.9,-3.604296
95.95,-3.542131
96,-3.22231
96.05,-2.773879
96.1,-2.405615
96.15,-2.233398
96.2,-2.354611
96.25,-2.563852
96.3,-2.97428
96.35,-3.316274
96.4,-3.328431
96.45,-3.353403
96.5,-3.448844
96.55,-3.483028
96.6,-3.384375
96.65,-3.1078
96.7,-2.832624
96.75,-2.726923
96.8,-2.716285
96.85,-2.84871
96.9,-3.171172
96.95,-3.451466
97,-3.619485
97.05,-3.651133
97.1,-3.637475
97.15,-3.764497
97.2,-3.70261
97.25,-3.455335
97.3,-3.195683
97.35,-3.023978
97.4,-2.951813
97.45,-2.918072
97.5,-2.86762
97.55,-2.94811
97.6,-3.102108
97.65,-3.101686
97.7,-3.265001
97.75,-3.420395
97.8,-3.581403
97.85,-3.675672
97.9,-3.475072
97.95,-3.159375
98,-3.017641
98.05,-2.975192
98.1,-2.918624
98.15,-2.879633
98.2,-2.976436
98.25,-3.195598
98.3,-3.263462
98.35,-3.275975
98.4,-3.232141
98.45,-3.091112
98.5,-2.951064
98.55,-2.911411
98.6,-3.026333
98.65,-3.261287
98.7,-3.443528
98.75,-3.387579
98.8,-3.129758
98.85,-2.860371
98.9,-2.831255
98.95,-2.848584
99,-2.902896
 
Alignment,On
