Data File Name,2100 expert_DNA 12000_DE13806110_2016-10-04_12-15-01.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2016-10-04
Date Created,"Tuesday, October 04, 2016 4:15:00 PM"
Date Last Modified,"Tuesday, October 04, 2016 4:50:02 PM"
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,DNA 12000 Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,DNA 12000
Assay Version,2.4
 
Number of Samples Run,12
 
Sample Name,Sample 3
Number of Events,1581
 
Time,Value
62.4,14.386
62.45,14.15432
62.5,14.3332
62.55,14.58788
62.6,14.57237
62.65,14.29766
62.7,13.94047
62.75,13.2897
62.8,12.86222
62.85,12.77574
62.9,13.01429
62.95,13.04571
63,12.80389
63.05,12.56121
63.1,12.54545
63.15,12.53837
63.2,12.3742
63.25,12.21644
63.3,12.17318
63.35,12.14236
63.4,12.21579
63.45,12.09694
63.5,12.16108
63.55,12.19905
63.6,11.98224
63.65,11.77388
63.7,11.47012
63.75,11.06926
63.8,10.8139
63.85,10.73837
63.9,10.69304
63.95,10.73254
64,10.76899
64.05,10.79858
64.1,10.83329
64.15,10.43284
64.2,10.27241
64.25,10.02863
64.3,9.762768
64.35,9.656017
64.4,9.631378
64.45,9.558247
64.5,9.346888
64.55,9.017735
64.6,8.851273
64.65,8.908525
64.7,8.933488
64.75,9.099046
64.8,9.032379
64.85,9.075646
64.9,8.800979
64.95,8.32928
65,7.942429
65.05,7.738431
65.1,7.678418
65.15,7.776649
65.2,7.978365
65.25,7.988761
65.3,8.03982
65.35,7.601762
65.4,7.374601
65.45,7.288702
65.5,7.321894
65.55,7.237869
65.6,7.215194
65.65,7.061383
65.7,6.8934
65.75,6.879589
65.8,6.890368
65.85,6.867212
65.9,6.595878
65.95,6.436302
66,6.314417
66.05,6.075904
66.1,5.676302
66.15,5.580961
66.2,5.501864
66.25,5.350244
66.3,5.216028
66.35,5.446545
66.4,5.916904
66.45,6.024783
66.5,5.954559
66.55,5.886265
66.6,6.022422
66.65,5.660694
66.7,5.115145
66.75,4.739522
66.8,4.627652
66.85,4.504397
66.9,4.538606
66.95,4.553741
67,4.514025
67.05,4.524756
67.1,4.324879
67.15,4.114128
67.2,4.067945
67.25,3.976286
67.3,3.913865
67.35,3.714679
67.4,3.399544
67.45,3.278964
67.5,3.157026
67.55,2.939161
67.6,2.808519
67.65,2.86661
67.7,3.087955
67.75,3.434247
67.8,3.453496
67.85,3.451644
67.9,3.327466
67.95,2.906846
68,2.696125
68.05,2.548019
68.1,2.543296
68.15,2.560583
68.2,2.544248
68.25,2.52016
68.3,2.474163
68.35,2.36973
68.4,2.271457
68.45,2.375932
68.5,2.384499
68.55,2.386874
68.6,2.465878
68.65,2.39558
68.7,2.152416
68.75,1.983979
68.8,1.892018
68.85,1.84422
68.9,1.818781
68.95,1.789217
69,1.731535
69.05,1.475583
69.1,1.09203
69.15,0.8789635
69.2,0.8395783
69.25,0.7359476
69.3,0.7140914
69.35,0.7393416
69.4,0.7667482
69.45,0.7802365
69.5,0.8743535
69.55,1.025927
69.6,1.104133
69.65,1.166494
69.7,1.190573
69.75,1.378679
69.8,1.359707
69.85,1.406439
69.9,1.25559
69.95,1.020963
70,0.7095767
70.05,0.530048
70.1,0.4141027
70.15,0.3486119
70.2,0.3467388
70.25,0.3145377
70.3,0.4642941
70.35,0.5881175
70.4,0.6944954
70.45,0.4847198
70.5,0.3685187
70.55,7.601891E-02
70.6,-0.159398
70.65,-0.3318699
70.7,-0.4068065
70.75,-0.4080441
70.8,-0.3513635
70.85,-0.248306
70.9,-0.1500385
70.95,4.872035E-02
71,0.1293479
71.05,0.1043323
71.1,-9.123592E-02
71.15,-0.2707724
71.2,-0.4153216
71.25,-0.4399826
71.3,-0.5115933
71.35,-0.5196393
71.4,-0.4715568
71.45,-0.5391993
71.5,-0.6737462
71.55,-0.680596
71.6,-0.6211331
71.65,-0.6080512
71.7,-0.7092517
71.75,-0.8812842
71.8,-0.8357738
71.85,-0.8641824
71.9,-1.00477
71.95,-1.047286
72,-0.9994224
72.05,-0.933549
72.1,-0.8384948
72.15,-0.7066895
72.2,-0.5274427
72.25,-0.5000514
72.3,-0.6419457
72.35,-0.8595802
72.4,-0.9592638
72.45,-0.9673291
72.5,-1.029808
72.55,-1.178486
72.6,-1.363048
72.65,-1.464782
72.7,-1.476453
72.75,-1.454722
72.8,-1.366713
72.85,-1.315473
72.9,-1.2156
72.95,-1.241262
73,-1.15513
73.05,-1.197122
73.1,-1.287091
73.15,-1.463682
73.2,-1.605666
73.25,-1.775653
73.3,-1.858073
73.35,-1.753361
73.4,-1.578246
73.45,-1.301356
73.5,-1.177472
73.55,-1.124428
73.6,-1.195234
73.65,-1.339971
73.7,-1.54283
73.75,-1.605111
73.8,-1.562424
73.85,-1.469535
73.9,-1.430552
73.95,-1.446976
74,-1.420447
74.05,-1.348941
74.1,-1.319215
74.15,-1.379468
74.2,-1.419943
74.25,-1.626141
74.3,-1.780554
74.35,-1.923549
74.4,-2.016504
74.45,-2.044883
74.5,-1.941901
74.55,-1.813792
74.6,-1.75016
74.65,-1.707988
74.7,-1.694584
74.75,-1.644879
74.8,-1.691543
74.85,-1.769335
74.9,-1.831856
74.95,-1.801644
75,-1.990551
75.05,-2.045432
75.1,-2.003592
75.15,-2.007584
75.2,-2.061714
75.25,-2.107246
75.3,-2.106441
75.35,-2.032615
75.4,-1.953284
75.45,-1.92925
75.5,-1.834093
75.55,-1.84163
75.6,-1.897267
75.65,-1.834937
75.7,-1.724275
75.75,-1.634034
75.8,-1.601348
75.85,-1.614723
75.9,-1.641667
75.95,-1.697399
76,-1.825776
76.05,-2.025219
76.1,-2.053291
76.15,-1.998565
76.2,-2.100181
76.25,-2.1898
76.3,-2.250364
76.35,-2.235392
76.4,-2.184791
76.45,-2.12333
76.5,-2.057599
76.55,-2.005666
76.6,-1.991188
76.65,-2.098607
76.7,-2.016239
76.75,-1.978103
76.8,-1.762303
76.85,-1.768181
76.9,-1.766438
76.95,-1.858357
77,-1.870043
77.05,-1.859987
77.1,-1.884321
77.15,-1.933179
77.2,-2.024489
77.25,-1.997577
77.3,-1.972639
77.35,-1.953361
77.4,-1.932916
77.45,-1.814588
77.5,-1.820796
77.55,-1.916415
77.6,-2.1
77.65,-2.218746
77.7,-2.258595
77.75,-2.252395
77.8,-2.138829
77.85,-1.934958
77.9,-1.785874
77.95,-1.584929
78,-1.472701
78.05,-1.57453
78.1,-1.549268
78.15,-1.476507
78.2,-1.456265
78.25,-1.572518
78.3,-1.682318
78.35,-1.750379
78.4,-1.891718
78.45,-2.107888
78.5,-2.223179
78.55,-2.097805
78.6,-2.057004
78.65,-1.993842
78.7,-2.025668
78.75,-1.925711
78.8,-1.95243
78.85,-1.940733
78.9,-1.913875
78.95,-1.886452
79,-1.828652
79.05,-1.735594
79.1,-1.672336
79.15,-1.751561
79.2,-1.802672
79.25,-1.90563
79.3,-2.103647
79.35,-2.301698
79.4,-2.250747
79.45,-2.098715
79.5,-1.942445
79.55,-1.746631
79.6,-1.591607
79.65,-1.557254
79.7,-1.632782
79.75,-1.788824
79.8,-1.864415
79.85,-1.867022
79.9,-2.029005
79.95,-2.075998
80,-2.133385
80.05,-2.164865
80.1,-2.06334
80.15,-1.889961
80.2,-1.815514
80.25,-1.780383
80.3,-1.70011
80.35,-1.644365
80.4,-1.600976
80.45,-1.656552
80.5,-1.606908
80.55,-1.740582
80.6,-1.879836
80.65,-2.02663
80.7,-1.907117
80.75,-1.694182
80.8,-1.498152
80.85,-1.381136
80.9,-1.316831
80.95,-1.264789
81,-1.216808
81.05,-1.091628
81.1,-1.115474
81.15,-1.090065
81.2,-1.336621
81.25,-1.60241
81.3,-1.816183
81.35,-1.84082
81.4,-1.793147
81.45,-1.780347
81.5,-1.776286
81.55,-1.689226
81.6,-1.591026
81.65,-1.600392
81.7,-1.406133
81.75,-1.392738
81.8,-1.524347
81.85,-1.850665
81.9,-2.168278
81.95,-2.327494
82,-2.213212
82.05,-2.015017
82.1,-1.740631
82.15,-1.507812
82.2,-1.440516
82.25,-1.463749
82.3,-1.588047
82.35,-1.72253
82.4,-1.926701
82.45,-2.004938
82.5,-1.923988
82.55,-1.741428
82.6,-1.582346
82.65,-1.375875
82.7,-1.288653
82.75,-1.323084
82.8,-1.489687
82.85,-1.726849
82.9,-1.786319
82.95,-1.794464
83,-1.783059
83.05,-1.749695
83.1,-1.694979
83.15,-1.554996
83.2,-1.359811
83.25,-1.316274
83.3,-1.349483
83.35,-1.535014
83.4,-1.676932
83.45,-1.660764
83.5,-1.578522
83.55,-1.276385
83.6,-0.9067715
83.65,-0.9078946
83.7,-1.199326
83.75,-1.564192
83.8,-1.923907
83.85,-2.006361
83.9,-2.091377
83.95,-1.95559
84,-1.697307
84.05,-1.581599
84.1,-1.63854
84.15,-1.756554
84.2,-1.906211
84.25,-2.124932
84.3,-2.212228
84.35,-2.130656
84.4,-1.72612
